2062	NOPE S.R.L.
1973	BATTISTELLA SPA IND. MOBILI
1646	BORGOVENETO S.R.L.
2205	STELLA MCCARTNEY ITALIA S.R.L.
582	NUOVA CONFEZIONE S.R.L.
2309	B.Z. SRL A SOCIO UNICO
2473	D'AVANT - GARDE TRICOT S.R.L.
2137	REBBY CLOTHING SERVICE S.N.C. DI REBESCO
1917	ALLEGRINI CONFEZIONI S.R.L.
2574	SARTORIA ALLEGRINI SRLS
2664	CGM SRL
1998	ITALPRODUZIONI SRL UNIP.
1987	AMARANTA S.R.L.
2351	MA.RI.IT. SRL
2507	ARABA FENICE S.R.L. UNIPERSONALE
2371	TWICE SAS DI LIDIA ZORZI E C.
1417	MARITEX S.R.L.
2006	ARBPRO SRL UNIPERS.
930	MAGL.MILES S.P.A socio unico
2426	FBS S.R.L.
2246	ELSAMANDA SRL
2318	MANIFATTURA PAOLONI SPA
444	SELENIS SRL DI BATTAGLIA T. & C.
1223	TREMILA SRL
2471	RIBKNIT SERVICE SRL
1891	MAGLIFICIO TIELLE DI TARTAGLIA LORENA
2391	OPACO S.R.L.S.
1893	AZADORA S.R.L.
901	FGF INDUSTRY SPA
1508	COUTURE & COUTURE S.R.L.
2109	ETHICA S.R.L. UNIPERSONALE
1380	CONFEZIONI RAFFAELLA S.R.L.
446	GIADA S.P.A.
2188	BLUE SERVICE S.R.L.
2656	GIADA S.R.L.
2073	EREBUS SRL
607	TINTESS S.P.A.
2126	ROBERTO CORPINA SRL A SOCIO UNICO
1925	REHARD DISTRIBUZIONE S.R.L.
1686	OKIELLO SRL
1400	LEATHER'S LAB S.R.L.
2354	LEATHER'S LAB 21 S.R.L.
2041	CIEFFE SRL
2042	ANDREA BERTOLLO
2284	IV.AL. SRL
1071	ZANUSO S.R.L.
648	TAM & COMPANY S.P.A.
2567	LA FABBRICA SRL
17	MAGL. MARTA CAROLLO SRL
1777	STYLAB S.R.L.
53	FUN FACTORY S.A.S. di Crivellaro D. & C.
1800	IANUX INDUSTRY S.R.L. UNIPERSONALE
1838	UOMO PIU' ITALIA S.R.L.
1404	EMMEPI ITALIA S.R.L.
1412	GIMO'S ITALIANA SPA
2235	OLIMPIA S.R.L.
2497	RAIPAN S.R.L.
2424	NEW ESSE MAGLIERIA S.R.L.
474	TON CONFEZIONI S.N.C.DI TON T.&C.
2279	SLAM JAM S.R.L. UNIPERSONALE
2274	V.P. SHOES SRL
2571	MAGLIFICIO GI.CI.PI. SAS
2396	STORI B&C SRL
2370	SIAP SRL
1960	C.I.T. SPA
2413	BASE 34 SRL
2572	AIRONE S.R.L.
2549	INLIMITED S.R.L.
2579	MAGL. ORMA SNC DI BATTOCCHIO M. & C..
1789	PESPOW S.P.A.
2483	MINDSTREAM DI ZACCANTI ELISA
2460	APACHE FACTORY SRL
2401	IDEE PER IL TESSILE SRL
2519	ZAC FASHION SRL
2353	DNA S.R.L.
2441	GEVA MODA S.R.L.
2557	ABRAX SRL
2480	RGB S.R.L. SOCIETA' BENEFIT
2416	G.T.M. GRUPPO TESSILE MOLISANO SRL
1647	I.CO.MAN 2000 SRL
1764	0909 SRL
1617	TELAROSA S.R.L.
1943	CAMICIERIA E.MAFFEIS SRL
820	CREAZIONI MARIA ROSA S.R.L.
2326	BUBE CLOTHING COMPANY SRL
1698	BFC S.R.L.
1923	CAMICERIA SCAPIN S.R.L.
2102	STP S.R.L.
2243	TRAIANO S.R.L.
757	FORALL CONFEZIONI S.P.A.
2515	FORINT S.P.A.
2404	RAW LEATHER CO S.R.L.
2381	MOLO 2 SRL
1215	PENTA-MAGLIA SNC DI GOTTARDO &C.
2452	ANIMO SRL
2101	MAGLIFICIO MARILINA S.R.L.
2256	STYLE SRL
2262	CIEMMECI FASHION S.R.L.
2260	WOOL STREET S.R.L.
2255	CO.CIN.ELLA S.R.L.
2244	FENICE SRLS
2502	BEL TESSILE SRLS
1821	OPIFICIO SPORTIVO DI TURATO COSTANTINO
2447	MONNALISA SPA
592	IDEAL BLUE MANIFATTURE SPA
2034	INCOM SPA INDUSTRIA CONF MODERNE
1888	INTERNATIONAL PROMO STUDIO SRL
2610	INTERNATIONAL PROMO STUDIO SRL
2030	D-B GROUP S.R.L.
2031	BLOCKINDUSTRIE S.R.L.
2024	NAVY COUTURE S.R.L.
2008	TRIVENETO MODA S.R.L.
1475	MANIFATTURE DI FILOTTRANO S.R.L.
1317	CONFEZIONI BENETTI S.R.L.
2053	GOLDKNIT S.A.S. CONFEZIONI MAGLIERIA
1793	PRIMO SRL
443	GALLIA CONFEZIONI S.R.L.
1228	KINGS SERVICE SRL
2125	STAND 50 S.R.L.
2150	TEXO SRL
2171	MF1 S.R.L.
2315	MIRKO GROUP SRL
2469	BONSAI CLOTHING SRL
2472	ITTTAI S.R.L.
2527	FAMENGO GROUP S.R.L.
2191	MAGLIFICIO SEAN DI PASQUALE A.&C S.N.C.
1901	DI.CONF. SRL
2194	SA.GI. GROUP SRL
1904	ZETABI S.R.L.
1639	DUE S.R.L.
2173	FILANDA PRODUCTIONS S.R.L.
2612	ALTANA SOCIETA' BENEFIT SRL
2193	CREAZIONI ANTONELLA SRL
866	EUROTRADE S.R.L.
1869	BARENA VENEZIA S.R.L.
1877	CITILTEX S.R.L.
865	FASHION SERVICE SRL
1991	SCUDRERA SRL UNIPERSONALE
2605	NPA NUOVA PROTOT.ARTIG.SRL
2165	UMBRIA VERDE MATTIOLI SRL
2167	R.G. S.N.C.
2266	MELY'S MAGLIERIA S.R.L.
2600	GRUPPO FLORENCE S.R.L.
2503	DARK PARK S.R.L.
1451	WOOL GROUP S.R.L.
2361	DANIELE FIESOLI SRL
1415	MGS MAGL.GRAN SASSO S.P.A.
1367	POLETTI SRL CONF.ART.ABB.
622	MG BOY'S SPA
1458	FUTURA S.R.L.
1997	MG BOY'S S.R.L.
986	IL GUFO SPA
1748	NEW TWINS S.R.L.
2003	CONFEZIONI GRAZIA S.R.L.
2001	NORA R. SRL
2007	MARIC S.R.L.
2121	DUE S.R.L. A SOCIO UNICO
1985	M L GROUP S.R.L.
2490	L'ARTIGIANO DI MAURO ARDIRI
1898	FEEL BLUE S.R.L.
2185	CONFITEX SRL UNIPERSONALE
1874	PGN INTERNATIONAL S.R.L.
2545	CAMICERIA FRANCE SRL
1894	TESSILMAGLIA S.R.L.
2662	MAGLIFICIO DEGLI ANGELI SRL
1595	CALZATURIFICIO PERON S.R.L.
2270	ELEVEN SRL UNIPERSONALE
1509	SORTONI DI GASPARIN GIAN DOMENICO
332	QUINTA MODA S.R.L.
1362	TOMASI WORLD SRL
1438	BLUMI DI PRODAN ROBERTO
1514	BLU & BLU S.R.L.
1695	AQUADRO SAS
1766	IAGO DI VITALE GIOVANNA
1760	NASTRIFICIO DI SIGNORESSA S.R.L. UNIPERS
1690	LINDA SRL
1450	MENARDI S.R.L.
1640	SEDDA S.R.L.
1656	FASHION CONSULTING S.R.L.
1746	MATCHLESS LONDON S.R.L.
1334	DECO SRL
1747	CORSO ITALIA SRL A SOCIO UNICO
1927	CORSO ITALIA S.P.A.
2213	CAMICERIA BENZON S.A.S.
2618	PRIMA S.R.L.
1742	E.S. WEARING SERVICE S.R.L.
1599	MODA SRL
1827	RIEDIZIONE DI SARTOR LUCA & C. S.A.S.
3	CONF.CASTELLI S.P.A
1371	MAGLIFICIO MAPIER SRL
1157	FASHIONART SRL - SOCIETA'UNIPERSONALE
2492	FASHIONART S.P.A.
1600	G & G FASHION S.R.L.
1586	THE CUBE S.R.L.
1550	J.J.ONE S.R.L.
1012	LITEX S.R.L.
1756	LITEX DI MURAROTTO LISA
849	DISPLAY S.R.L.
1805	COMAN S.R.L.
536	A.M.D. S.N.C.DI D'INCA'D.& ZANDONADI M.G
1273	PIER SPA
1354	COMFORT SRL
1814	STUDIOUNDICI S.R.L. SOC.UNIPERSONALE
1833	G.& G. CONFEZIONI SNC
1421	LUCY'S LINE S.R.L.
2660	ALEA S.R.L.S. UNIPERSONALE
1409	IT'S NEWS S.A.S.
2534	MAGIC LINE S.R.L.S.
1101	ELLETI S.R.L.
1040	TESSILMAGLIA S.P.A.
1572	MARCONI SERVICE S.A.S. DI PIEROBON D&C.
1774	NST 2 SRL
1216	BLU DRY S.R.L.
1657	ON INDUSTRY S.R.L.
1988	MADE IN VENETO MANIFATTURE S.R.L.
2304	MIB INDUSTRY SRL
2436	STUDIO TESSILE S.R.L.
1293	RIMA SRL
1472	DYNAMIC S.R.L.
1482	NICOLUSSI S.R.L.
1579	CAGE MAGLIERIE S.P.A.
2261	CAGE MAGLIERIE S.R.L.
1810	ANIMA SRL
1483	M&P PARTNERS DI BASSETTO MAURIZIO
1621	NICOLA SCAGLIONE
1626	HERLINE STYLE S.R.L.
112	CONF.PESERICO S.P.A.
919	TOP & CO S.R.L.
1728	V.& V. SRL ITALIAN STYLE
1610	SARTORE BROS S.R.L.
2050	SARTORE S.R.L. UNIPERSONALE
1812	HERNO S.P.A.
1830	PENNY JEANS SRL
1718	G & G SERVICE S.R.L.
1580	KUFNER ITALIA S.R.L.
1809	V.E.D. SAS DI MARCHIORI SONIA & C.
2028	ANIMO S.R.L. SOCIETA' UNIPERSONALE
916	FORTE FORTE SRL
1836	BIG BROS SRL
613	CI.BE S.R.L.
1714	EFFETTO MAGLIA S.R.L.
1719	STRIP COTONE S.R.L.
1781	MAGLIFICIO COPY COMPANY S.R.L.
1706	CAST S.R.L.
1990	CRUNA S.R.L.
1448	TAYLOR S.R.L.
1537	SABRI DIVISIONE COMMERCIALE S.R.L.
1679	DIPARTIMENTO ITALIANO DESIGN S.R.L.
1540	SARPRINT S.R.L.
1447	ITHITEX S.R.L.
1788	ITHITEX S.A.S. DI DALLE CARBONARE D.& C.
1497	ITALMAGLIA S.N.C. DI GHETTI MAURIZIO & C
1999	MASSIMO GREGORI
2052	INCH STUDIO S.R.L.
1366	TIERRA S.R.L.
2259	ERREGI SERVICE S.A.S.
1402	GIEMME FASHION SERVICE SRL
2077	GEA FASHION S.R.L.
910	COTTON TREND SRL
1920	BLACK STONE SRL
2559	PRET A PORTER S.A.S. DI ZARDO CATIA & C.
525	G.T.A. MODA SRL
1214	QUETAL SRL
2400	VAGHI SRL
1737	B.& B. 82 SRL
2200	TENDENZE E SERVIZI SRL
2218	L.M. SRL
2197	TECNOTEX S.R.L.
2247	GROW DI ANDREA ANTONIAZZI
2264	ARGO S.R.L.
2273	MAGLIERIA SILMAR SNC DI GNOATO S. E BAGG
2263	TATRAS S.R.L.
2277	REVOLUTION COMPANY SRLS
2292	C. & S. S.R.L.
1948	J4YOU DI BERTONI STEFANO
1983	PUNTOVERDE INDUSTRIA CONFEZIONI S.R.L.
1981	DE.VI. INDUSTRIA TESSILE S.R.L.
697	AREA FASHION S.R.L.
2010	INCONTRO S.R.L.
2548	.NEXT_MODA SRLS
877	EVENT LINE S.R.L.
2095	USE S.R.L.
2117	SUPREMA S.R.L.
2115	ARCADIA S.R.L.
1709	SEI EMG S.R.L.
2172	MONTECRISTO SRL
2321	DUEPUNTI S.R.L.
1522	GRAPHI MODE SRL
2225	CONFEZIONI LAPORTA S.R.L.
2329	FISSORE SRL
2332	LA SOCIETE S.R.L.
2455	DICKSON S.R.L.
2014	ALPES MANIFATTURA FILATI S.P.A.
2543	PAMA S.R.L.
2566	BACKSTAGE SRL
1306	CONFEZIONI PANGO SPA
2055	FANTASIA SAS DI COMPARIN CARLA & C.
594	PRIMA S.R.L
2280	NEXT OBJECTIVE SRL
1043	NASTRITESSUTI S.R.L.
2535	EUROTESSILE S.P.A.
1922	PROJECT SNC DI MANFREN ELISABETTA & C.
1924	DENIM INN SRL
2009	TAGLIERIA FAST S.R.L.
2032	MB CONFEZIONI SRL
2000	MAINETTI S.P.A.
2169	LIFESUX S.R.L.
1280	LARDINI SRL
2237	ONWARD LUXURY GROUP S.P.A. A SOCIO UNICO
2314	CIFRA SPA
2366	PEUTEREY SRL
2576	PESPOW ITALY S.R.L.
1197	EUROMARK INDUSTRIES S.R.L.
1390	MION S.P.A.
2143	PACI SRL SOCIETA' UNIPERSONALE
2362	LABORATORIO MAGLIERIA GIURIN ANTONIA
1937	EASTYLE S.R.L.
2393	MANYFORM S.R.L.
2152	CALZIMAGLIFICIO CARNIEL & RIZZO S.N.C.
1330	VACCARI ROMINA
1507	SIGGI GROUP S.P.A.
1928	ZANELLA INTERNATIONAL S.R.L.
1853	REDS DISTRIBUTION SRL
12	BASE S.R.L.
1186	CONF.ENERGY S.R.L.
819	FAEDA CONCERIA SPA
15	GREEN STAR S.R.L.
909	IMMAGINE DI FANTON SUSANNA
1428	DISTRIBUZIONE ITALIANA ABBIGLIAMENTO SRL
1331	KINTERNATIONAL SRL
13	LINDOS CONFEZIONI S.R.L.
1696	PELLBASS S.N.C. DI CHEMELLO G.& C.
817	M.P.T.ITALIA SRL
1192	MODA SERVICE S.N.C. (PUNTO A CAPO)
1326	MORE FANTASY SRL
951	PATRI S.R.L.
1563	CALZATURIFICIO DUE BI S.R.L.
1239	FALCONERI SRL
1542	COSTUME D'IMMAGINE S.P.A.
1538	RED BOX INDUSTRY S.R.L.
1467	BRUNO'S S.P.A.
2048	LA PERLA MANUFACTURING S.R.L.
1469	FIVE-0 S.R.L.
1704	SECOND PROJECT SRL
770	C.P.A. SRL CENTRO PRODUZ.ABBIGLIAMENTO
1588	LANDINI SRL
1804	MEC SERVICE SNC
2116	SUNI S.R.L.
2100	ORIONE S.R.L.
1307	MAGICORAL SRL UNIPERSONALE
1335	NILVIA SRL
2011	MIB MANIFATTURE IN BASSANO S.R.L.
2253	CERBAI SRL
2059	CAMAC SRL
1992	J6 S.R.L.
1918	TRAPUNTATURA BEL PUNTO SRL
2446	GADES SRL
2071	ETRO S.P.A.
2374	ROSE & LINI SRL
2421	MANU SRL
2523	TESSITURA DI ALBIZZATE SRL
2518	ONCE MILANO S.R.L.
2522	CITY DUE S.R.L.
1699	A.T.A. S.N.C. DI TONELLO ADRIANO & C.
2541	DAMA S.R.L.
2057	CLOUDS S.R.L.
2399	KICKOFF SPA
2538	SERPAP SAS
2428	MEMAR SRL
2429	MGS COLLECTION SRL
2431	CONF.MAGLIERIA CRICKET S.R.L.
2517	DE.DO BROTHERS SRL
1947	HTC HOLLYWOOD TRADING COMPANY INT.S.R.L.
2189	LCB COMPANY S.R.L.
2407	CALZATURIFICIO JUMBO S.P.A.
1952	KUBERA-108 S.R.L.
401	XACUS S.R.L.
2177	GENTE DI MARE SRL
1493	VENTO DEL SUD S.R.L. SOC.UNIPERSONALE
2168	BLU' DUAL BAND SRL
2199	MAISON MEA S.R.L.
2207	AXIS SRL
2208	CARGERA S.R.L.
2192	EFFE MAGLIA SRL SEMPLIFICATA
2108	PEGNO GROUP S.R.L.
2544	AEFFE S.P.A.
1530	MARBERO S.R.L.
1437	KULTO SRL
1139	FAMENGO LUCIANO S.R.L. UNIPERSONALE
1970	STUDIO CONFEZIONI LAURA S.N.C.
1479	STUDIO FIOR LIDIA
1491	NUOVA NICOL S.R.L.
2176	OFFICINE SRL
2160	MAGLIFICIO FERDINANDA DI FIORIN E T. SRL
2149	SOTTOVENTO S.N.C. DI CHIOSSI J.& O.
2414	SOTTOVENTO S.R.L.
2229	IF S.R.L.
2477	COTONIFICIO RONGHI S.P.A.
2564	WOLFER SRL
464	MAGL.FIORE S.P.A.
1794	SPACE S.N.C. DI BOZZETTO GIULIA & C.
1578	CONF.MARY DI CALVARESI ROMEO & C. S.A.S.
1942	CONFEZIONI MARY S.R.L.
2333	ITT SRL
2526	BLUE ART SRL
2066	VICENZA MODE SRL UNIPERSONALE
2219	STET&CO DI STETCO MARIANA SNC
1896	CONFEZIONI CICALA S.R.L.
2257	PROGRAMMA ITALIA SRL
2278	POETIC SRL
2433	PASSAGGIO OBBLIGATO S.P.A. A SOCIO UNICO
1839	IS IT S.R.L.
2427	COMPLIT SRL
2139	ALESSIA SRL
2337	R.B.S. SRL
2565	L. PUCCI S.R.L.
2467	ALTER STUDIO S.R.L.
2542	4FF SRL
2499	AF CREATIONS S.R.L.
2372	SONIAVILLADESIGN SRLS A SOCIO UNICO
1921	GIRAVOLT S.R.L.
1288	LANIFICIO MARCHESIN SRL UNIPERSONALE
145	BABY CROSS S.R.L.
1665	TOP MAGLIA S.R.L.
1210	CONFEZIONI GAP S.R.L
2005	NUOVA BELLINI CONFEZIONI S.R.L.
1972	BELLINI ANTONELLA
1958	DEBBY LINE S.R.L.
1312	CAMICERIA SCABO DI BOLZONELLA SRL
1908	AREA B S.R.L.
2021	8 MARZO S.R.L.
2086	CIVIDINI SRL
1865	MUNDIAL SNC
1895	MORETTO MASSIMILIANO
206	CERBUL S.P.A.
1979	NEW SERVICE S.R.L. STIRERIA INDUSTRIALE
2105	FASHION BRAND S.R.L.S.
2035	NEW ENERGY S.R.L.
1222	BIAGIO SANTANIELLO INDUSTRIA ABB.
1850	TRINOVATION ITALY S.R.L.
2133	GRUPPO TESSILE LOGAMA SRL
1938	HOSTAGE S.R.L.
2269	GOSSIP S.R.L.
2539	ANTONELLI FIRENZE S.R.L.
2330	VISCONF SRL
1264	GIAB'S SRL
2241	MAY FIFTH PROJECT S.R.L.
2603	MOOVER SRL
2573	MIRCAM SRL CONFEZIONI
915	JEANS MARKET SRL
2617	GARBO SAS DI T.GABRIELLI & C.-GARBO LAB.
2357	CASUALLY SRL UNIPERSONALE
2347	NILA SAS
2383	MIAMI SRL
2524	VICO CAROLI S.R.L.
2465	SPS MANIFATTURE SRL
2457	FILODORO ITALY SRL
2495	OFICINAMANUFAKT DANIELAPI SRL
2406	BENIK SRL
2432	FACTORY SRL
2530	MIRIAM2 S.R.L.
615	STEFANEL S.P.A.
466	ZANELLA CONFEZIONI S.P.A.
490	CORNELIANI SPA
245	FASHION TOYS S.P.A.
342	TINTORIA ASTICO  S.R.L.
658	DAL LAGO SRL
1439	SERIGRAFIA ROSSI
462	INTERCOLOR S.A.
1440	G.V.CONSULTING SRL
354	AGAIN S.R.L.
58	GROTTO S.P.A.
79	LE CASTELARE S.R.L.
87	COTONIFICIO VENETO S.P.A.
1099	EMMETI di Marin Daniele
131	STAFF INTERNATIONAL S.P.A.
912	LI SENNAN
1387	TREVICONF S.R.L.
875	CA'DA MOSTO S.P.A.
386	PERIGEO S.R.L.
392	ATELIER STIMAMIGLIO S.R.L.
1067	BOGLIOLI S.P.A.
1068	INDUSTRIES S.P.A.
1070	GREEN MODE S.N.C. DI ZIGIOTTO L.
1078	VERTIGINE S.R.L.
1096	INDUSTRIE CONFEZIONI TESSILI SPA
1097	INDUSTRIE CONFEZIONI TESSILI SPA camp.
1425	GADES DI CAPPELLETTO MARGHERITA
1176	MODA SOURCING COMPANY S.R.L.
1106	MAGREB KNITWEAR EAST S.A
1259	FALKE FASHION
1403	MATTEAZZI CAZZOLA P.
755	HILDENBRAND FASHION-CREW GMBH
734	PRANDINA E CO. SRL
769	GRUPPO MANGANO SRL
1350	ESSECIEMME FASHION DI CARDIN SIMONE
1351	ALU SPA
1352	JECKERSON SPA
1131	PICCOLE COSE SRL
1133	MOFODESIGN SNC DI F.FAVARETTO & C.
1134	BURBERRY LTD
1356	VIERI VERONICA
123	SALGARI S.R.L. CAMP.
731	SINV S.P.A camp.
733	SINV S.P.A
735	SINV S.P.A lab.
1191	CONF.FULVIA S.N.C
1358	CONFEZIONI NAIT DI NAIT BOUSSALEM BRAHIM
1152	.CHEMICAL AND COLOR FOR TEXTILE SL-INTRA
1370	BALLANTYNE CASHMERE S.P.A.
1158	TODDY di Maria Grazia Boschiero
1382	BENIND S.P.A.
1392	TESSITURA ROSSI S.P.A.
1164	HOLLIBEAR S.R.L.
857	MARINO INDUSTRIA CONFEZIONI SRL
626	CRISBI S.R.L.
956	TESSAROLO AGNESE
960	INTERWASH S.R.L.
1443	BASIC NET SPA
1013	BENCOM S.R.L.
1457	ESTEVE AGUILERA S.A.U.
647	ELEMENTE CLEMENTE GMBH
999999	INTEX SRL
1459	AVANTEC DE FRANCESCHI S.R.L.
1295	GELDIFF SRL
1468	E.MIROGLIO S.R.L.
1473	NEWCONI DI FAGGION ANGELO
1477	TWENTY NINE S.R.L.
1510	STUDIO ZETA CONSULTING DI ZORDAN WALTER
1511	IOP S.R.L.
1526	FFI GLOBAL SRL
1532	TREGI TESSILE S.R.L.
1529	BLACK STUDIO S.R.L.
1533	CRISTEXTIL - CONFECCAO LDA
1535	UNIQUE FASHION & TRADING GMBH
1539	ITMAC S.R.L.
1544	KYO S.R.L.
1547	ERRETI SERVIZI TESSILI DI TOMMASI R.
1554	SO.DA. S.N.C.DI VISENTINI DAVIDE &C.
1561	B DESIGN S.R.L.
1567	ACQUAMARINA S.R.L.
9969	.THOMAS
1213	IN.CO SPA
1237	VALENTINO SPA
1268	SISCO SRL
1276	RE_MODE SRL UNIPERSONALE
1379	MATTEO CIBIC STUDIO
1446	GOA CORPORATION S.R.L.
1494	MIDI SRL
1517	S.C. VENARDO S.R.L.
1489	CONF.SARTORIALE TOSCANA SRL
1120	CALZATURIFICIO PERON SRL
9973	.CA' DEI SARTI
9972	.PHARD S.P.A.
1605	ROBERTSON OF DUMFRIES S.R.L.
1144	.S.C.INTERCOLOR - OPER.INTRACOMUNIT.
9971	. 215 SRL
9970	.TAPA-TAPA DI S.FONTANA
1395	BEACH COMPANY S.R.L.
1523	S.E.M.  S.R.L.
1596	PERGJEGAJ LEANDRO
1615	MINI B S.R.L.
1546	DINO'S FACTORY S.R.L.
9995	..MARELLA - GRUPPO MAXMARA
9994	...MARELLA - GRUPPO MAXMARA ROMANIA
9993	.CAPOREA SRL
9992	.PIERRE MANTOUX S.R.L.
9990	.CONF. F.LLI MOLINARI S.R.L.
9989	.ELISA CREAZIONI S.R.L.
9988	.TESSILBERICA S.R.L.
9987	.RICAMIFICIO MIGRA di Moretto Graziella
9986	.NIKI CONFEZIONI S.R.L.
9985	.NOITEX S.R.L.
1369	PALLADIO SICUREZZA SAS
1476	PORTS 1961 S.P.A.
9984	.LUCAS MODA
1623	DEA S.R.L.
9982	.ARGENTO FASHION COMPANY S.R.L.
9981	.COTTON SRL
9891	.Produttori Moda Noi srl
9980	.ENERGIA SOLARE S.C.S.ONLUS
9979	.CONFSPORT S.R.L.
9977	.IND. CONF. TESSILI SPA/INTERCOLOR
9976	.G.B. INTERNATIONAL SPA
1200	STAFF INTERNATIONAL S.P.A CAMP.
1149	WORK AND FASHION S.R.L.
918	TESSITURA LOPREIATO LORIS
934	FVL S.R.L.
939	OLIMPIAS S.P.A.
944	ARTEMAGLIA FASHION SRL
1290	D-B SAS DI SGARBOSSA MERIELLA & C.
1122	MILAR S.R.L.
1309	AB VILKMA
1028	CONF.F.LLI MOLINARI
1051	WINCH S.R.L.
1410	C.G. FASHION CONSULTING S.R.L.
1503	LONGO & C. S.R.L.
1601	CECCATO AUTOMOBILI SPA - CON SOCIO UNICO
1618	ALESSANDRO TERZI
1534	BUCUNTORO S.N.C. DI MARCO MAGRINI E SMAN
1611	BELSTAFF SRL
1180	ZANONE S.R.L.
1183	PIANETA TERRA S.R.L.
1303	CAVALLO MATTO di Monica Lopez
1232	ELDO SRL
1287	S.A.I. SRL
1301	B DUE S.N.C.
